tipo_credito,fecha_prestamo,capital_prestado,plazo_meses,edad_cliente,tipo_laboral,salario_cliente,total_otros_prestamos,cuota_pactada,puntaje,puntaje_datacredito,cant_creditosvigentes,huella_consulta,saldo_mora,saldo_total,saldo_principal,saldo_mora_codeudor,creditos_sectorFinanciero,creditos_sectorCooperativo,creditos_sectorReal,promedio_ingresos_datacredito,tendencia_ingresos,Pago_atiempo,anio_prestamo,mes_prestamo,dia_semana_prestamo,hora_prestamo,relacion_cuota_salario,relacion_deuda_salario,saldo_pendiente_estimado
9,2025-03-21 12:29:00,1269000.0,3.0,61.0,Independiente,5000000.0,2000000.0,336766.0,95.227787,708.0,11.0,15.0,0.0,178727.0,157581.0,0.0,5.0,2.0,3.0,,,1,2025,3,4,12,0.0673532,0.6538,21146.0
4,2025-03-25 17:19:00,2236561.0,12.0,58.0,Empleado,2800000.0,400000.0,175932.0,95.227787,754.0,10.0,2.0,0.0,56437.0,56437.0,0.0,5.0,0.0,3.0,3922859.0,Creciente,1,2025,3,1,17,0.06283285714285715,0.9416289285714285,0.0
4,2025-03-15 12:03:00,4284000.0,8.0,66.0,Independiente,8000000.0,2400000.0,486710.0,95.227787,809.0,5.0,4.0,0.0,34874.0,34874.0,0.0,3.0,0.0,1.0,916148.0,Creciente,1,2025,3,5,12,0.06083875,0.8355,0.0
4,2024-12-17 10:40:00,2969520.0,12.0,61.0,Independiente,4000000.0,1500000.0,232992.0,95.227787,858.0,5.0,2.0,0.0,67246.0,56774.0,0.0,3.0,0.0,1.0,,,1,2024,12,1,10,0.058248,1.11738,10472.0
4,2025-01-01 16:57:00,1798440.0,12.0,52.0,Empleado,1800000.0,100000.0,140941.0,95.227787,795.0,4.0,2.0,0.0,11296.0,11296.0,0.0,3.0,0.0,1.0,1765398.0,Creciente,1,2025,1,2,16,0.07830055555555555,1.0546888888888888,0.0
4,2025-02-23 09:22:00,2760000.0,12.0,43.0,Independiente,2500000.0,800000.0,216838.0,95.227787,861.0,3.0,0.0,0.0,30260.0,30260.0,0.0,1.0,2.0,0.0,,,1,2025,2,6,9,0.0867352,1.424,0.0
4,2025-04-04 10:21:00,4344000.0,6.0,43.0,Independiente,20000000.0,10000000.0,645827.0,95.227787,838.0,5.0,1.0,0.0,4223.0,4223.0,0.0,2.0,1.0,1.0,1000000.0,Estable,1,2025,4,4,10,0.03229135,0.7172,0.0
4,2025-06-09 10:10:00,1131900.0,6.0,34.0,Empleado,1500000.0,480000.0,168281.0,95.227787,847.0,2.0,3.0,0.0,35.0,35.0,0.0,1.0,0.0,0.0,959344.0,Creciente,1,2025,6,0,10,0.11218733333333333,1.0746,0.0
4,2025-06-15 16:25:00,1200000.0,6.0,68.0,Empleado,4000000.0,2500000.0,178476.0,49.161959,766.0,4.0,3.0,0.0,7506.0,7506.0,0.0,1.0,0.0,0.0,,,0,2025,6,6,16,0.044619,0.925,0.0
4,2025-08-14 13:32:00,3360000.0,6.0,50.0,Independiente,3580000.0,1155000.0,505742.0,95.227787,922.0,5.0,4.0,0.0,41186.0,41186.0,0.0,4.0,1.0,0.0,969508.0,Creciente,1,2025,8,3,13,0.14126871508379887,1.261173184357542,0.0
4,2025-02-15 13:10:00,2672400.0,12.0,42.0,Independiente,6000000.0,2000000.0,209955.0,95.227787,798.0,6.0,1.0,0.0,29601.0,29601.0,0.0,4.0,0.0,0.0,,,1,2025,2,5,13,0.0349925,0.7787333333333334,0.0
9,2025-04-30 16:38:00,878880.0,5.0,49.0,Independiente,5000000.0,2000000.0,142664.0,95.227787,820.0,13.0,12.0,0.0,36418.0,18861.0,0.0,6.0,0.0,4.0,941789.0,Creciente,1,2025,4,2,16,0.0285328,0.575776,17557.0
9,2025-03-26 16:35:00,878880.0,11.0,45.0,Independiente,5000000.0,2000000.0,68496.0,95.227787,732.0,9.0,13.0,0.0,41386.0,41386.0,0.0,3.0,1.0,4.0,925157.0,Creciente,1,2025,3,2,16,0.0136992,0.575776,0.0
9,2025-06-15 15:40:00,1269000.0,3.0,46.0,Empleado,5000000.0,2000000.0,337095.0,95.227787,811.0,5.0,6.0,0.0,54767.0,54767.0,0.0,1.0,0.0,2.0,32826.0,Creciente,1,2025,6,6,15,0.067419,0.6538,0.0
4,2025-06-20 11:28:00,7200000.0,12.0,60.0,Independiente,12000000.0,3000000.0,570791.0,95.227787,781.0,4.0,4.0,0.0,73341.0,73341.0,0.0,2.0,0.0,2.0,950105.0,Creciente,1,2025,6,4,11,0.047565916666666666,0.85,0.0
9,2025-04-05 10:15:00,821208.0,2.0,61.0,Independiente,5000000.0,2000000.0,323844.0,46.387527,853.0,7.0,3.0,0.0,29344.0,29344.0,0.0,5.0,0.0,1.0,66667.0,Estable,0,2025,4,5,10,0.0647688,0.5642416,0.0
4,2024-11-28 16:15:00,3191760.0,6.0,62.0,Independiente,8000000.0,4000000.0,472442.0,,810.0,15.0,4.0,0.0,311060.0,311060.0,0.0,6.0,0.0,5.0,,,0,2024,11,3,16,0.05905525,0.89897,0.0
9,2025-05-11 11:10:00,1604400.0,5.0,56.0,Independiente,5000000.0,2000000.0,260433.0,40.818275,797.0,6.0,7.0,0.0,57902.0,55711.0,0.0,3.0,1.0,2.0,933473.0,Creciente,0,2025,5,6,11,0.0520866,0.72088,2191.0
4,2025-02-20 16:45:00,1650000.0,12.0,44.0,Independiente,1400000.0,700000.0,129621.0,95.227787,868.0,8.0,3.0,0.0,5201.0,5201.0,0.0,2.0,1.0,0.0,1204496.0,Creciente,1,2025,2,3,16,0.09258642857142857,1.6785714285714286,0.0
4,2025-04-09 08:13:00,1749600.0,6.0,50.0,Independiente,4000000.0,1500000.0,260027.0,,784.0,4.0,2.0,0.0,14981.0,14981.0,0.0,2.0,0.0,0.0,,,0,2025,4,2,8,0.06500675,0.8124,0.0
9,2025-04-26 15:26:00,1269000.0,5.0,40.0,Independiente,5000000.0,2000000.0,205990.0,95.227787,749.0,6.0,7.0,0.0,28101.0,28101.0,0.0,3.0,0.0,3.0,,,1,2025,4,5,15,0.041198,0.6538,0.0
4,2025-01-04 15:38:00,4944000.0,6.0,51.0,Independiente,30000000.0,10000000.0,732474.0,95.227787,863.0,9.0,12.0,0.0,228980.0,228980.0,0.0,7.0,0.0,1.0,2345454.0,Creciente,1,2025,1,5,15,0.0244158,0.4981333333333333,0.0
4,2025-08-12 18:57:00,1029024.0,6.0,63.0,Independiente,8370000.0,489000.0,154111.0,89.2295,872.0,5.0,8.0,0.0,44108.0,44108.0,0.0,3.0,0.0,0.0,,,1,2025,8,1,18,0.018412305854241338,0.18136487455197134,0.0
4,2025-01-21 17:09:00,1200000.0,6.0,57.0,Empleado,3000000.0,1000000.0,166667.0,95.227787,780.0,1.0,2.0,0.0,141.0,141.0,0.0,0.0,0.0,0.0,6703319.0,Creciente,1,2025,1,1,17,0.05555566666666667,0.7333333333333333,0.0
4,2025-08-18 15:28:00,8650000.0,6.0,50.0,Independiente,8470000.0,2724000.0,1301985.0,95.227787,812.0,7.0,3.0,0.0,102377.0,11843.0,0.0,4.0,0.0,2.0,333135.0,Decreciente,1,2025,8,0,15,0.1537172373081464,1.3428571428571427,90534.0
4,2025-01-09 10:48:00,1905154.0,6.0,46.0,Independiente,5000000.0,2000000.0,282256.0,95.227787,798.0,8.0,1.0,0.0,13222.0,10659.0,0.0,0.0,3.0,0.0,,,1,2025,1,3,10,0.0564512,0.7810308,2563.0
4,2025-04-12 15:32:00,2301030.0,10.0,42.0,Independiente,10600000.0,0.0,213136.0,95.227787,782.0,8.0,5.0,0.0,63456.0,63456.0,0.0,3.0,0.0,4.0,,,1,2025,4,5,15,0.020107169811320755,0.21707830188679245,0.0
4,2025-04-08 15:45:00,1199880.0,6.0,39.0,Empleado,1200000.0,500000.0,178377.0,95.227787,834.0,3.0,0.0,0.0,39.0,39.0,0.0,1.0,0.0,0.0,1023333.0,Creciente,1,2025,4,1,15,0.1486475,1.4165666666666668,0.0
4,2024-12-28 17:28:00,1806840.0,6.0,62.0,Empleado,1100000.0,500000.0,268172.0,95.227787,812.0,5.0,0.0,0.0,797.0,797.0,0.0,2.0,0.0,0.0,1136219.0,Creciente,1,2024,12,5,17,0.24379272727272727,2.0971272727272727,0.0
4,2025-01-10 14:03:00,1499640.0,12.0,57.0,Independiente,4000000.0,1400000.0,117664.0,95.227787,828.0,8.0,2.0,0.0,79078.0,58662.0,0.0,3.0,1.0,1.0,908526.0,Estable,1,2025,1,4,14,0.029416,0.72491,20416.0
4,2025-02-17 12:13:00,3516000.0,6.0,53.0,Independiente,10000000.0,3000000.0,522198.0,95.227787,724.0,5.0,3.0,0.0,235751.0,235751.0,0.0,2.0,0.0,2.0,916841.0,Creciente,1,2025,2,0,12,0.0522198,0.6516,0.0
4,2025-02-18 11:35:00,2014699.0,10.0,55.0,Independiente,1400000.0,600000.0,186892.0,95.227787,800.0,1.0,2.0,0.0,1409.0,1409.0,0.0,0.0,0.0,1.0,,,1,2025,2,1,11,0.1334942857142857,1.8676421428571428,0.0
9,2024-12-05 13:58:00,1084187.0,5.0,59.0,Independiente,4000000.0,2000000.0,175581.0,95.227787,677.0,3.0,0.0,132.0,15286.0,15286.0,,2.0,0.0,1.0,,,1,2024,12,3,13,0.04389525,0.77104675,0.0
4,2025-02-26 13:58:00,3350161.0,12.0,38.0,Empleado,3500000.0,500000.0,263530.0,95.227787,856.0,4.0,4.0,0.0,56602.0,56602.0,0.0,2.0,0.0,0.0,3118405.0,Creciente,1,2025,2,2,13,0.07529428571428572,1.100046,0.0
4,2024-12-18 17:03:00,5230200.0,12.0,42.0,Independiente,5000000.0,1000000.0,410396.0,95.227787,820.0,7.0,2.0,0.0,668.0,668.0,0.0,1.0,0.0,2.0,908526.0,Estable,1,2024,12,2,17,0.0820792,1.24604,0.0
4,2025-03-22 11:50:00,2254020.0,6.0,42.0,Independiente,6000000.0,2200000.0,335012.0,58.597591,772.0,5.0,9.0,0.0,36004.0,995.0,0.0,2.0,0.0,0.0,908526.0,Estable,0,2025,3,5,11,0.055835333333333334,0.7423366666666666,35009.0
9,2025-05-23 16:01:00,1269000.0,7.0,41.0,Independiente,5000000.0,2000000.0,150036.0,95.227787,734.0,23.0,5.0,0.0,222010.0,222010.0,0.0,13.0,0.0,6.0,3917774.0,Creciente,1,2025,5,4,16,0.0300072,0.6538,0.0
4,2025-04-04 16:51:00,1712500.0,12.0,41.0,Independiente,4000000.0,3000000.0,134764.0,95.227787,758.0,7.0,9.0,0.0,37776.0,18957.0,0.0,4.0,0.0,1.0,294430.0,Decreciente,1,2025,4,4,16,0.033691,1.178125,18819.0
9,2025-05-28 09:42:00,442560.0,2.0,47.0,Independiente,5000000.0,2000000.0,174626.0,95.227787,757.0,1.0,8.0,0.0,53.0,53.0,0.0,0.0,0.0,1.0,,,1,2025,5,2,9,0.0349252,0.488512,0.0
4,2025-08-10 15:53:00,2019600.0,6.0,64.0,Empleado,3000000.0,1000000.0,299446.0,95.227787,874.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1033825.0,Creciente,1,2025,8,6,15,0.09981533333333334,1.0065333333333333,0.0
4,2025-07-04 12:52:00,3600000.0,8.0,55.0,Independiente,3000000.0,2000000.0,413020.0,95.227787,814.0,5.0,3.0,0.0,8817.0,8817.0,0.0,2.0,0.0,2.0,,,1,2025,7,4,12,0.13767333333333334,1.8666666666666667,0.0
4,2025-08-10 15:07:00,636000.0,6.0,65.0,Independiente,954263.0,1127000.0,95739.0,95.227787,868.0,5.0,9.0,0.0,16556.0,16556.0,0.0,5.0,0.0,0.0,954263.0,Creciente,1,2025,8,6,15,0.10032768744046452,1.8474990647232472,0.0
4,2024-12-30 12:11:00,3810308.0,12.0,55.0,Empleado,3000000.0,1000000.0,297986.0,95.227787,788.0,9.0,3.0,0.0,51322.0,51322.0,0.0,2.0,1.0,4.0,992011.0,Decreciente,1,2024,12,0,12,0.09932866666666666,1.603436,0.0
4,2025-08-11 10:15:00,1534020.0,6.0,53.0,Independiente,2090000.0,0.0,230921.0,95.227787,782.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,2025,8,0,10,0.11048851674641148,0.7339808612440192,0.0
4,2025-05-05 13:39:00,3661855.0,6.0,61.0,Independiente,15000000.0,3000000.0,545699.0,84.730786,805.0,5.0,6.0,0.0,34467.0,34467.0,0.0,4.0,0.0,0.0,,,1,2025,5,0,13,0.036379933333333336,0.4441236666666667,0.0
4,2025-04-05 17:06:00,1929480.0,6.0,49.0,Empleado,6800000.0,2500000.0,286841.0,95.227787,801.0,6.0,3.0,0.0,82874.0,82874.0,0.0,4.0,0.0,1.0,31156.0,Creciente,1,2025,4,5,17,0.0421825,0.6513941176470588,0.0
9,2025-04-23 09:45:00,1269000.0,5.0,65.0,Independiente,5000000.0,2000000.0,205990.0,,871.0,4.0,8.0,0.0,115382.0,115382.0,0.0,2.0,0.0,1.0,,,0,2025,4,2,9,0.041198,0.6538,0.0
9,2025-02-13 14:26:00,3586916.0,9.0,41.0,Independiente,3800000.0,1600000.0,335308.0,95.227787,723.0,18.0,3.0,0.0,86990.0,86990.0,0.0,15.0,0.0,2.0,2021403.0,Decreciente,1,2025,2,3,14,0.08823894736842106,1.364977894736842,0.0
9,2025-03-20 11:21:00,878880.0,3.0,60.0,Independiente,5000000.0,2000000.0,233237.0,95.227787,831.0,2.0,2.0,0.0,89.0,89.0,0.0,0.0,0.0,1.0,2630127.0,Decreciente,1,2025,3,3,11,0.0466474,0.575776,0.0
9,2025-04-30 18:11:00,1269000.0,5.0,41.0,Independiente,5000000.0,2000000.0,205990.0,89.2295,751.0,11.0,5.0,0.0,38278.0,38278.0,0.0,7.0,0.0,1.0,1043410.0,Creciente,1,2025,4,2,18,0.041198,0.6538,0.0
9,2025-04-05 12:28:00,878880.0,2.0,38.0,Independiente,4000000.0,2000000.0,346587.0,95.227787,779.0,10.0,7.0,0.0,100471.0,100471.0,0.0,5.0,1.0,2.0,931394.0,Creciente,1,2025,4,5,12,0.08664675,0.71972,0.0
4,2025-04-13 13:21:00,2349480.0,12.0,56.0,Independiente,5000000.0,1200000.0,184891.0,95.227787,867.0,2.0,3.0,0.0,4701.0,4701.0,0.0,1.0,1.0,0.0,908526.0,Estable,1,2025,4,6,13,0.0369782,0.709896,0.0
9,2025-07-03 16:46:00,719785.0,8.0,50.0,Independiente,5000000.0,2000000.0,75201.0,91.410695,794.0,9.0,8.0,0.0,50113.0,50113.0,0.0,5.0,1.0,2.0,954263.0,Creciente,1,2025,7,3,16,0.0150402,0.543957,0.0
4,2025-01-26 14:05:00,3105240.0,6.0,43.0,Independiente,10000000.0,5000000.0,460102.0,89.979287,769.0,10.0,5.0,0.0,25909.0,23476.0,0.0,4.0,0.0,1.0,1516832.0,Creciente,1,2025,1,6,14,0.0460102,0.810524,2433.0
9,2025-05-25 16:45:00,821208.0,2.0,20.0,Independiente,5000000.0,2000000.0,324034.0,95.227787,767.0,7.0,4.0,0.0,21034.0,18993.0,0.0,2.0,0.0,3.0,954263.0,Creciente,1,2025,5,6,16,0.0648068,0.5642416,2041.0
4,2025-01-10 16:14:00,3931081.0,12.0,65.0,Empleado,12000000.0,2500000.0,272992.0,95.227787,878.0,4.0,2.0,0.0,157.0,157.0,0.0,2.0,0.0,0.0,916148.0,Creciente,1,2025,1,4,16,0.022749333333333333,0.5359234166666667,0.0
9,2025-05-10 16:37:00,1269000.0,2.0,53.0,Independiente,5000000.0,2000000.0,500578.0,95.227787,819.0,7.0,10.0,0.0,24602.0,21367.0,0.0,4.0,0.0,2.0,933473.0,Creciente,1,2025,5,5,16,0.1001156,0.6538,3235.0
4,2025-02-01 18:15:00,779880.0,24.0,65.0,Independiente,1500000.0,350000.0,34172.0,95.227787,811.0,4.0,1.0,0.0,2648.0,2648.0,0.0,0.0,0.0,1.0,,,1,2025,2,5,18,0.022781333333333334,0.7532533333333333,0.0
4,2025-01-22 13:31:00,3279120.0,12.0,62.0,Empleado,15000000.0,6000000.0,227717.0,95.227787,883.0,5.0,3.0,0.0,1477.0,1477.0,0.0,4.0,0.0,0.0,14708111.0,Creciente,1,2025,1,2,13,0.015181133333333333,0.618608,0.0
4,2025-05-02 17:25:00,1633020.0,6.0,51.0,Independiente,5000000.0,2000000.0,242783.0,95.227787,865.0,7.0,3.0,0.0,31165.0,31165.0,0.0,5.0,0.0,1.0,939017.0,Creciente,1,2025,5,4,17,0.0485566,0.726604,0.0
9,2025-01-01 12:49:00,2909441.0,10.0,65.0,Independiente,5000000.0,3000000.0,246765.0,95.227787,430.0,13.0,2.0,366.0,50549.0,50549.0,0.0,10.0,0.0,2.0,,,1,2025,1,2,12,0.049353,1.1818882,0.0
9,2025-05-04 10:47:00,2113460.0,10.0,45.0,Independiente,3000000.0,1500000.0,179725.0,95.227787,841.0,6.0,2.0,0.0,15726.0,15726.0,0.0,2.0,1.0,1.0,939017.0,Creciente,1,2025,5,6,10,0.059908333333333334,1.2044866666666667,0.0
4,2025-01-11 19:03:00,2340000.0,12.0,37.0,Empleado,3100000.0,200000.0,183599.0,95.227787,737.0,3.0,10.0,0.0,27267.0,27267.0,0.0,2.0,0.0,0.0,3021448.0,Creciente,1,2025,1,5,19,0.059225483870967745,0.8193548387096774,0.0
9,2025-02-03 17:07:00,2079050.0,9.0,67.0,Independiente,3000000.0,1200000.0,194165.0,95.227787,876.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,908526.0,Estable,1,2025,2,0,17,0.06472166666666666,1.0930166666666667,0.0
9,2024-12-06 17:11:00,677718.0,10.0,68.0,Empleado,,0.0,57390.0,95.227787,799.0,1.0,1.0,0.0,71240.0,71240.0,0.0,1.0,0.0,0.0,2711627.0,Creciente,1,2024,12,4,17,,,0.0
9,2025-09-10 13:43:00,3511210.0,10.0,66.0,Empleado,9230000.0,4988000.0,302040.0,95.227787,820.0,14.0,3.0,0.0,163618.0,163618.0,0.0,10.0,0.0,0.0,969508.0,Creciente,1,2025,9,2,13,0.032723726977248103,0.9208244853737811,0.0
9,2025-03-06 10:54:00,4949838.0,11.0,45.0,Independiente,4000000.0,2000000.0,389741.0,92.228643,868.0,7.0,2.0,0.0,65631.0,65631.0,0.0,3.0,2.0,0.0,923771.0,Creciente,1,2025,3,3,10,0.09743525,1.7374595,0.0
9,2025-01-15 17:12:00,2407514.0,10.0,67.0,Empleado,2000000.0,1500000.0,204194.0,95.227787,761.0,4.0,0.0,0.0,29817.0,29817.0,,2.0,0.0,2.0,,,1,2025,1,2,17,0.102097,1.953757,0.0
9,2025-02-22 11:26:00,878880.0,8.0,63.0,Independiente,5000000.0,2000000.0,91585.0,95.227787,819.0,8.0,3.0,0.0,157476.0,108281.0,0.0,1.0,3.0,4.0,,,1,2025,2,5,11,0.018317,0.575776,49195.0
9,2024-12-04 17:21:00,1653325.0,9.0,43.0,Independiente,2000000.0,1700000.0,154185.0,95.227787,789.0,1.0,2.0,0.0,39.0,39.0,0.0,0.0,0.0,0.0,,,1,2024,12,2,17,0.0770925,1.6766625,0.0
9,2025-01-10 11:37:00,4541006.0,9.0,42.0,Empleado,5000000.0,2000000.0,424091.0,95.227787,823.0,3.0,2.0,0.0,35257.0,18477.0,0.0,1.0,1.0,0.0,30285.0,Decreciente,1,2025,1,4,11,0.0848182,1.3082012,16780.0
4,2025-08-11 18:52:00,3623280.0,6.0,43.0,Empleado,605733.0,3797000.0,542685.0,95.227787,805.0,3.0,4.0,0.0,49124.0,49124.0,0.0,0.0,0.0,3.0,605733.0,Creciente,1,2025,8,0,18,0.8959145366027607,12.250083782788787,0.0
9,2025-01-19 17:24:00,2896402.0,9.0,41.0,Independiente,5500000.0,2500000.0,270499.0,95.227787,853.0,14.0,5.0,0.0,190093.0,19999.0,0.0,12.0,0.0,1.0,1755606.0,Estable,1,2025,1,6,17,0.049181636363636365,0.981164,170094.0
4,2025-07-22 12:39:00,4032000.0,6.0,38.0,Independiente,1000000.0,1158000.0,603902.0,89.979287,760.0,4.0,1.0,0.0,31320.0,31320.0,0.0,1.0,1.0,1.0,1000000.0,Estable,1,2025,7,1,12,0.603902,5.19,0.0
4,2026-01-23 11:13:00,1582800.0,6.0,63.0,Independiente,1750000.0,342000.0,243484.0,95.227787,792.0,2.0,6.0,0.0,812.0,812.0,0.0,1.0,0.0,1.0,1013333.0,Creciente,1,2026,1,4,11,0.13913371428571428,1.0998857142857144,0.0
9,2025-02-08 11:44:00,1183716.0,9.0,62.0,Independiente,3500000.0,2000000.0,110549.0,95.227787,889.0,3.0,2.0,0.0,18080.0,18080.0,0.0,1.0,0.0,2.0,,,1,2025,2,5,11,0.03158542857142857,0.9096331428571428,0.0
9,2025-02-16 17:30:00,3417371.0,9.0,42.0,Independiente,10000000.0,4000000.0,319458.0,95.227787,771.0,7.0,5.0,0.0,9950.0,9950.0,0.0,0.0,0.0,5.0,2128000.0,Estable,1,2025,2,6,17,0.0319458,0.7417371,0.0
9,2025-03-27 08:37:00,3019130.0,9.0,42.0,Independiente,6000000.0,5500000.0,282366.0,95.227787,834.0,7.0,4.0,0.0,66544.0,66544.0,0.0,5.0,0.0,1.0,1242500.0,Creciente,1,2025,3,3,8,0.047061,1.419855,0.0
9,2025-06-05 10:19:00,2642704.0,10.0,47.0,Independiente,3500000.0,2000000.0,224966.0,95.227787,830.0,3.0,4.0,0.0,21939.0,21939.0,0.0,2.0,0.0,1.0,1000000.0,Decreciente,1,2025,6,3,10,0.064276,1.3264868571428572,0.0
9,2025-03-12 14:30:00,5277317.0,9.0,68.0,Independiente,3500000.0,0.0,493328.0,95.227787,886.0,2.0,3.0,0.0,3681.0,3681.0,0.0,2.0,0.0,0.0,,,1,2025,3,2,14,0.14095085714285716,1.507804857142857,0.0
9,2025-05-18 12:47:00,413592.0,6.0,41.0,Empleado,5000000.0,2000000.0,56513.0,95.227787,732.0,9.0,9.0,0.0,84022.0,84022.0,0.0,6.0,0.0,2.0,826757.0,Creciente,1,2025,5,6,12,0.0113026,0.4827184,0.0
9,2025-10-13 09:57:00,5975441.0,11.0,42.0,Independiente,4780000.0,1227000.0,476119.0,95.227787,831.0,8.0,3.0,0.0,92351.0,92351.0,0.0,5.0,0.0,0.0,1500000.0,Creciente,1,2025,10,0,9,0.09960648535564853,1.506786820083682,0.0
9,2025-04-07 13:23:00,1864176.0,11.0,40.0,Independiente,3000000.0,1500000.0,145286.0,95.227787,825.0,7.0,2.0,0.0,29995.0,29995.0,0.0,5.0,0.0,0.0,200000.0,Decreciente,1,2025,4,0,13,0.04842866666666667,1.121392,0.0
4,2025-03-02 09:45:00,1701203.0,12.0,40.0,Empleado,2100000.0,1000000.0,134481.0,95.227787,835.0,3.0,7.0,0.0,38848.0,38848.0,0.0,1.0,1.0,1.0,2997521.0,Decreciente,1,2025,3,6,9,0.06403857142857143,1.286287142857143,0.0
4,2025-06-09 14:55:00,420000.0,18.0,45.0,Empleado,3700000.0,1800000.0,23983.0,95.227787,731.0,13.0,7.0,0.0,9660.0,9660.0,0.0,6.0,0.0,5.0,,,1,2025,6,0,14,0.006481891891891892,0.6,0.0
4,2025-07-26 08:51:00,639600.0,6.0,62.0,Independiente,2734000.0,0.0,96378.0,95.227787,839.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1,2025,7,5,8,0.035251645940014634,0.23394294074615948,0.0
4,2024-12-11 13:45:00,3600000.0,36.0,42.0,Empleado,2500000.0,1000000.0,116567.0,95.227787,827.0,3.0,2.0,0.0,5115.0,5115.0,0.0,2.0,0.0,0.0,908526.0,Estable,1,2024,12,2,13,0.0466268,1.84,0.0
9,2024-11-28 13:03:00,2429022.0,9.0,41.0,Independiente,8000000.0,3000000.0,226524.0,95.227787,844.0,4.0,3.0,0.0,36426.0,36426.0,0.0,3.0,1.0,0.0,1000000.0,Estable,1,2024,11,3,13,0.0283155,0.67862775,0.0
9,2025-06-27 11:59:00,3387720.0,9.0,42.0,Empleado,5000000.0,2000000.0,317596.0,95.227787,890.0,7.0,2.0,0.0,14526.0,14526.0,0.0,5.0,0.0,0.0,7423500.0,Creciente,1,2025,6,4,11,0.0635192,1.077544,0.0
9,2025-04-23 14:41:00,1249776.0,10.0,41.0,Empleado,2000000.0,800000.0,106279.0,95.227787,791.0,9.0,2.0,0.0,14791.0,14791.0,0.0,6.0,0.0,0.0,933473.0,Creciente,1,2025,4,2,14,0.0531395,1.024888,0.0
